X1,X2,X3,X4,X5,X6,X7,X8,class
1.49816047538945,2.287983513134371,0.7202679239473956,0.6872830044131277,0.09575419866335766,0.9225724049058001,0.5684722021568196,0.36372552113568424,1
3.8028572256396647,3.2217293171999453,0.7565385834953067,0.25736545840163405,0.6935098370463204,0.03971120757224722,0.839408037609272,0.4481708470213185,0
2.9279757672456204,3.040643719160636,0.6366929143579417,0.22123781980668367,0.677073712658448,0.7722402758932766,0.47321318688439873,0.6177269240617943,1
2.3946339367881464,0.6155996187750947,0.45632592382239856,0.8940913692578455,0.49786918051431917,0.8418087090288189,0.8013520582702486,0.41050482134835653,0
0.6240745617697461,0.5969978789658956,0.23008449185747504,0.406082132559771,0.8262173757752201,0.22763253581939236,0.5244363458577493,0.8060967479607475,0
0.6239780813448106,1.0726974709796533,0.3534774751283788,0.6422096370026974,0.24563157404881453,0.10927944536815992,0.7943842250928563,0.09896862340870682,1
0.23233444867279784,1.4442989053641488,0.2713813950795846,0.8551094219974401,0.3464692870786672,0.9730453495141611,0.9797343347738597,0.2682760204535567,1
3.4647045830997407,1.6338223256339304,0.04097822224989045,0.7050632842053791,0.4509865026483437,0.10075284395957629,0.7075228189780428,0.031174909111921223,0
2.404460046972835,2.718788867333381,0.8701966904922421,0.13865252911330372,0.127311878746725,0.17567229796858452,0.9602663584920665,0.693169360253846,0
2.832290311184182,0.22672172866334162,0.8013715354636367,0.397634985732753,0.33631272750495556,0.23448400678316994,0.48064802831240894,0.5518287335341685,0
0.08233797718320979,0.13869081690426555,0.6317748436527554,0.2571185039986945,0.9486540809029906,0.16975849820713584,0.9656531747664123,0.014856122507503788,0
3.8796394086479773,1.567642251775636,0.4811256918168456,0.3333678381165628,0.4491234139302508,0.570664578980789,0.43558915801270903,0.41484685030159496,0
3.329770563201687,2.788654768551922,0.7327234154133065,0.6858762750864646,0.8332712820358479,0.24995898123949556,0.6095285097540636,0.5851947853928539,1
0.8493564427131046,0.7737413718259303,0.36973781087268875,0.4860575419026809,0.31378214330572873,0.1418443976169852,0.21380121066273283,0.10551364640120109,0
0.7272998688284025,2.566017925025007,0.6830695751901241,0.6607273931091515,0.9506063715798728,0.7296784136472413,0.052045838756131446,0.8842451739289542,0
0.7336180394137353,1.0393125517611979,0.8626751629457258,0.4433203207726987,0.5858630505279215,0.9760783324725189,0.5323043638481663,0.9053218283760898,1
1.216968971838151,3.5443444352540654,0.08303875781018644,0.19105186870868285,0.4407549434413178,0.5847568083373047,0.8162278518628002,0.9882621151431868,0
2.0990257265289514,3.582759777066466,0.38885149647411643,0.04741563614008493,0.8011715032953248,0.6043807190828081,0.19854285886820167,0.49482845662142017,1
1.727780074568463,1.189148817125306,0.7423102455337244,0.7704117870686438,0.499618411998762,0.30521453012885913,0.9737425820384935,0.6633626109564928,0
1.1649165607921677,0.919975015852962,0.4082375193462987,0.2804632242046524,0.7311029830035621,0.2421834455937677,0.17170998897368817,0.5298338889620703,1
2.447411578889518,1.645215888264925,0.28998739264414186,0.628905144923615,0.11793867487423348,0.6549411045673216,0.2832965279977022,0.00024293443451273156,1
0.5579754426081673,0.9621263407205949,0.12693605767417637,0.9336153778350941,0.8673546391153578,0.23360903203623684,0.7783719045454912,0.6085715931739742,0
1.1685785941408726,2.6895353731668146,0.9709047114498695,0.3736056595340591,0.6814606125171713,0.06353572242391858,0.39624734681640594,0.9638176611881805,1
1.4654473731747668,3.304258738193142,0.5389808744501206,0.2878795033348446,0.12027096312860686,0.7035283401815304,0.6448560434297268,0.3739387136037746,0
1.8242799368681437,2.692368523644868,0.9509413518658343,0.022202812987850318,0.3037238516318258,0.9210694862995814,0.3209354383194404,0.2522528338551704,1
3.1407038455720544,3.297401788997398,0.5342204099312473,0.8238017499205379,0.10314676087836105,0.9430207096457361,0.795072881181164,0.18125025555155194,0
0.7986951286334389,1.5879686488298965,0.7120079611981627,0.38495872263755715,0.4022946780763187,0.7832900924388664,0.9627848079807322,0.12665587284719393,1
2.0569377536544464,0.6252678828354434,0.4206302368788194,0.48094160808430353,0.3763118169549976,0.363189123716225,0.05226866756159654,0.6855386205626233,0
2.36965827544817,2.9518037895903686,0.4362144171200454,0.19479380264392676,0.8160335023020684,0.8025607481516279,0.4863916280888938,0.29845066114776053,0
0.1858016508799909,1.4418980205662155,0.6380927257964524,0.28815213577740306,0.23600793032371203,0.7305146540263266,0.0403252397209507,0.09476847103459396,1
2.4301794076057535,2.68508330091653,0.006788174023589777,0.15294318647542615,0.06899000871045946,0.9958023677799186,0.2888099699540896,0.14926801266924727,0
0.6820964947491661,1.0825757679270627,0.24099625799591795,0.9361255715401346,0.5201602230243957,0.3648180963078569,0.8733914579092193,0.39499027054903246,1
0.26020637194111806,0.3249185392266907,0.3350085699576958,0.20728252254973556,0.3777968239094115,0.316684356016926,0.677303959298141,0.2895827046707271,0
3.795542149013333,3.9703271819510535,0.5771997464225614,0.0658921650319727,0.19128915669651436,0.40740527161134876,0.9369492539086954,0.3772519857156954,0
3.8625281322982374,0.6248060317223971,0.6640741211998341,0.25508722242139814,0.12703357597323173,0.05853660008005013,0.30541349854275135,0.15766102679690797,1
3.2335893924658445,3.953683975853924,0.1740104480161242,0.76075930838695,0.015838070944874216,0.5578101257354344,0.3794613805934648,0.5065499999085472,0
1.2184550766934827,3.909119730265789,0.5628302372146029,0.3133676944572782,0.2951088601842853,0.7334018493349057,0.8712769881211572,0.19258163245852788,0
0.3906884560255355,3.1752724156321586,0.09761876053514895,0.8977958063920259,0.34989546364739865,0.5513173906628142,0.35954314452000347,0.1258023363460513,1
2.7369321060486276,2.6376918483279903,0.589331644947728,0.5251408517696297,0.20299355919119721,0.45186904465227784,0.7969475040156458,0.5904261031078913,0
1.7606099749584052,2.311228201004339,0.09691732706699485,0.5480214972291351,0.7027382992895869,0.7927034057807514,0.6291175786342668,0.15265816454078374,1
0.4881529393791153,3.4644061815113387,0.7101732665901607,0.6773418460815164,0.02442688294063322,0.41174766759024317,0.3329502469623733,0.6694120642536434,1
1.9807076404450807,1.1577580864779518,0.21613581231092072,0.5908719229742585,0.9132059618141724,0.7978023722086077,0.9214577362165304,0.97850596693269,0
0.13755408446087358,1.8707248499395082,0.010670127006162766,0.6227412763774776,0.41283939775890643,0.8598544903351217,0.2518147020091317,0.9810294891150761,1
3.6372816083151283,2.4775598774660077,0.6137079695437473,0.793537402228831,0.08559955282276832,0.18345788475886504,0.7584036730342032,0.02198652203932361,1
1.0351199264000677,1.6447619034779644,0.8168779858937828,0.013949018691911452,0.6571188390612733,0.36509392023180587,0.6114948527191991,0.6960314069891137,0
2.650089137415928,1.709945816361072,0.3424752191863042,0.10796244811083555,0.06964586774826564,0.5889360225625478,0.5206553537341115,0.7422010091211325,1
1.2468443043576438,1.3211386700083376,0.5097355100039371,0.4224457900308791,0.39808717823623085,0.026446902597667465,0.33555720169665715,0.9760201575244942,0
2.0802720847112433,2.256927266738144,0.8735555762270888,0.3293780670342177,0.5877954050663722,0.847296745535494,0.44127433675006866,0.01795786375015096,0
2.1868411173731186,3.402298112060464,0.07451046181864007,0.5103927213487066,0.9694393756758783,0.6932095422188678,0.07091619143856953,0.18936087579186278,1
0.7394178221021082,0.8061135120252514,0.77132314321685,0.8414397599562448,0.6176945861885909,0.6444231696298166,0.028337450383384644,0.8285302595815085,0
